Country_code,electricity,residential non-elec,services non-elec,rail non-elec,road non-elec,domestic navigation,international navigation,domestic aviation,international aviation,industrial processes,agriculture,LULUCF,waste management,other,indirect,industrial non-elec
LV,6.08262322,1.14346336,2.69569324,0.5367655499999999,2.4021552,0.00101445,1.51548877,6.536999999999999e-05,0.22114512,0.65098731,1.94346065,-11.214160009999999,0.00057466,0.0,0.040488039999999996,2.310694019999999
ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
MK,5.580596884800001,0.44092464285,0.014833832400000002,0.02382829995,0.83697359325,0.0,0.0,0.0,0.01745773485,,0.15051040094999998,,,,,1.72876338885
NL,40.02704563,20.73484332,8.29312659,0.08846512,26.45057252,0.74346052,34.947406519999994,0.08476853,4.60435501,6.835408510000001,10.01948877,6.48466503,0.0,0.0,0.91719155,9.556168390000007
NO,0.40767908999999997,1.70196833,1.1646238,0.09340005,7.049874979999999,2.03608431,2.3017773900000003,0.6962738,0.64292814,6.9683004099999994,1.5162809300000002,-10.48883573,0.00018937,,0.0,10.741945490000003
PL,227.27946095000001,35.222496160000006,9.71477053,1.6236691,18.435525939999998,0.15069069,1.2653455200000001,0.06518197,0.63755328,18.76011158,11.074375850000001,-32.99248865,0.35005801000000003,0.0,0.0,51.96727838000003
PT,14.354840690000001,1.6399023,0.7044826399999999,0.17719189,10.00124006,0.26251703,1.3999681499999999,0.17781769,1.53267365,5.59709997,1.15281706,0.27184642000000003,0.00707365,0.0,0.08804313000000001,8.07534706
RO,66.27988645,8.4244172,0.0,0.45189864999999996,10.365545319999999,1.1513370399999998,0.0,0.02486842,0.79015917,24.37591059,2.1765798199999997,-20.249672,0.0,,0.0,55.24527003
RS,40.07140463615,2.1207551556,0.0,0.0,4.9213642908,0.0,0.0,0.0,0.47658257175,,0.22895515800000005,,,,,10.1692918873
SE,7.7136988,6.31739545,2.9003982099999996,0.10140936,16.97933329,0.44273006,2.33981129,0.67304192,1.33493932,5.954906530000001,2.00510777,-36.23589292,0.04385451,,0.0,10.542198380000002
SI,6.09561117,0.80871372,0.50278621,0.06519283000000001,2.59970761,0.0,0.0,0.0010687899999999998,0.04887583,1.12883979,0.38683151000000005,-4.41924778,0.00199546,0.0,0.0,3.45421544
SK,14.70015191,6.77335716,4.1475092,0.37228856,4.50302419,2.248e-05,0.06457655,0.00373821,0.06707624,8.384903,0.21280564999999999,-9.78267255,0.00215046,0.0,0.0,22.401858979999997
XK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
